URL,Name,V3
http://www.kibutu.com/kibutu.php?university=toukyou_zoukei,東京造形大学,2
http://www.kibutu.com/kibutu.php?university=toukyou_dennki,東京電機大学,69
http://www.kibutu.com/kibutu.php?university=toukyou_nougyou,東京農業大学,8
http://www.kibutu.com/kibutu.php?university=toukyou_huzi,東京富士大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_yakka,東京薬科大学,0
http://www.kibutu.com/kibutu.php?university=toukyou_rika,東京理科大学,43
http://www.kibutu.com/kibutu.php?university=touhou,東邦大学,3
http://www.kibutu.com/kibutu.php?university=touhou,桐朋学園大学,3
http://www.kibutu.com/kibutu.php?university=touyou,東洋大学,23
http://www.kibutu.com/kibutu.php?university=touyou_gakuenn,東洋学園大学,0
http://www.kibutu.com/kibutu.php?university=nihogakusya,二松学舎大学,2
http://www.kibutu.com/kibutu.php?university=nihonn,日本大学,13
http://www.kibutu.com/kibutu.php?university=nihonn_ika,日本医科大学,0
http://www.kibutu.com/kibutu.php?university=nihonn_sika,日本歯科大学,0
http://www.kibutu.com/kibutu.php?university=nihonn_syakai_zigyou,日本社会事業大学,0
http://www.kibutu.com/kibutu.php?university=nihonn_juui_tikusann,日本獣医畜産大学,111
http://www.kibutu.com/kibutu.php?university=nihonn_josi,日本女子大学,1
http://www.kibutu.com/kibutu.php?university=nihonn_josi_taiiku,日本女子体育大学,0
http://www.kibutu.com/kibutu.php?university=nihonn_sekijuuzi_kanngo,日本赤十字看護大学,0
http://www.kibutu.com/kibutu.php?university=nihonn_taiiku,日本体育大学,0
http://www.kibutu.com/kibutu.php?university=nihonn_bunnka,日本文化大学,0
http://www.kibutu.com/kibutu.php?university=bunnka_josi,文化女子大学,0
http://www.kibutu.com/kibutu.php?university=bunnkyou_gakuinn,文京学院大学,0
http://www.kibutu.com/kibutu.php?university=housei,法政大学,5
http://www.kibutu.com/kibutu.php?university=hosi_yakka,"星薬科大学 
        ",0
http://www.kibutu.com/kibutu.php?university=musasi,武蔵大学,3
http://www.kibutu.com/kibutu.php?university=musasi_kougyou,武蔵工業大学,16
http://www.kibutu.com/kibutu.php?university=musasino,武蔵野大学,10
http://www.kibutu.com/kibutu.php?university=musasino_onngaku,武蔵野音楽大学,0
http://www.kibutu.com/kibutu.php?university=musasino_bijutu,武蔵野美術大学,0
http://www.kibutu.com/kibutu.php?university=meizi,明治大学,27
http://www.kibutu.com/kibutu.php?university=meizi_gakuinn,明治学院大学,2
http://www.kibutu.com/kibutu.php?university=meizi_yakka,明治薬科大学,0
http://www.kibutu.com/kibutu.php?university=myoujou,明星大学,1
http://www.kibutu.com/kibutu.php?university=meziro,目白大学,6
http://www.kibutu.com/kibutu.php?university=rikkyou,立教大学,8
http://www.kibutu.com/kibutu.php?university=rissyou,立正大学,18
http://www.kibutu.com/kibutu.php?university=ru-teru_gakuinn,ルーテル学院大学,0
http://www.kibutu.com/kibutu.php?university=wakou,和光大学,0
http://www.kibutu.com/kibutu.php?university=waseda,早稲田大学,43
http://www.kibutu.com/kibutu.php?university=koukuu_hoann_daigakkou,航空保安大学校,0
http://www.kibutu.com/kibutu.php?university=kunitati_kanngo_daigakkou,国立看護大学校,0
http://www.kibutu.com/kibutu.php?university=yokohama_kokuritu,横浜国立大学,44
http://www.kibutu.com/kibutu.php?university=kanagawa_kennritu_hokenn_hukusi,神奈川県立保健福祉大学,0
http://www.kibutu.com/kibutu.php?university=yokohama_itiritu,横浜市立大学,22
http://www.kibutu.com/kibutu.php?university=azabu,麻布大学,2
http://www.kibutu.com/kibutu.php?university=kanagawa,神奈川大学,33
http://www.kibutu.com/kibutu.php?university=kanagawa_kouka,神奈川工科大学,2
http://www.kibutu.com/kibutu.php?university=kanagawa_sika,神奈川歯科大学,0
http://www.kibutu.com/kibutu.php?university=kamakura_josi,鎌倉女子大学,0
http://www.kibutu.com/kibutu.php?university=kanntou_gakuinn,関東学院大学,298
http://www.kibutu.com/kibutu.php?university=sagami_josi,相模女子大学,0
http://www.kibutu.com/kibutu.php?university=sannnou,産能大学,0
http://www.kibutu.com/kibutu.php?university=syouinn_josi,松蔭女子大学,0
